"Format","AiM CSV File"
"Session","23.077°N, 113.530°E"
"Vehicle","A03_AF25"
"Racer","AGX_26"
"Championship",""
"Comment",""
"Date","Sunday, January 25, 2026"
"Time","1:57 PM"
"Sample Rate","20"
"Duration","89"
"Segment","Session"
"Beacon Markers","89"
"Segment Times","1:29.000"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"0.900","0.1197","10","0.0000","0.0000","-40.6242","128.1683","0.0000","10.4092","25.7290","0.1829","10000.0000","23.07722629","113.53033473","55.0026","11.2627","-72.1350","-71.6700","-71.0425","-73.9075","-73.9675","-73.4800","-73.3450","-71.5750","0.6191","0.5215","-2.0781","120.0000","0.0000","0.0000","-0.0040","0.0000","581.8716","0.1000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7.0000","2340.8948","612.0000","2189.0000","952.0000","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","0.0053","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0295"
"0.950","0.1104","10","0.0000","0.0000","-45.4786","101.6378","0.0000","10.4008","25.6790","0.1779","10000.0000","23.07722649","113.53033480","55.0156","11.2560","-71.2850","-72.3400","-72.4925","-73.0975","-73.3075","-73.1850","-72.5350","-73.7500","0.6189","0.5210","-2.0801","120.0000","0.0000","0.0000","0.0000","0.0000","581.8000","0.1000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7.4737","2343.8420","614.1053","2190.0527","954.1053","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","0.0368","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0312"
"1.000","0.1161","10","0.0000","0.0000","-47.7519","42.0105","0.0000","10.3960","25.6290","0.1729","10000.0000","23.07722671","113.53033486","55.0286","11.2493","-72.2800","-72.7100","-73.3900","-73.2000","-74.3425","-74.2800","-74.1600","-74.6175","0.6191","0.5210","-2.0801","120.0000","0.0000","0.0000","0.0000","0.0000","581.8000","0.1000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.0000","2347.0000","615.7895","2190.7368","956.0526","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","0.0210","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0327"
"1.050","0.1216","10","0.0000","0.0000","-45.0390","21.7921","0.0000","10.3929","25.6000","0.1763","10000.0000","23.07722690","113.53033493","55.0521","11.2560","-72.6050","-72.8025","-72.1875","-73.6700","-74.1425","-74.3425","-73.5025","-75.0025","0.6199","0.5210","-2.0801","120.0000","0.0000","0.0000","0.0000","0.0000","581.8000","0.1000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.0000","2348.0527","613.6842","2188.1052","956.5789","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","-0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0344"
"1.100","0.1268","10","0.0000","0.0000","-35.4405","55.9957","0.0000","10.3922","25.6000","0.1913","10000.0000","23.07722705","113.53033501","55.0781","11.2660","-72.2050","-73.2325","-71.6750","-73.9075","-73.8000","-73.3675","-73.4175","-75.3775","0.6206","0.5205","-2.0801","120.0000","0.0000","0.0000","0.0000","0.0000","581.8000","0.1000","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.0000","2348.8420","612.7368","2186.8420","957.2105","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","-0.0105","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0361"
"1.150","0.1177","10","0.0000","0.0000","-28.1251","43.0428","0.0000","10.3933","25.5790","0.1916","10000.0000","23.07722721","113.53033507","55.0938","11.2640","-71.8100","-72.5250","-72.2025","-73.3075","-73.4350","-73.5550","-73.1225","-74.5450","0.6228","0.5205","-2.0801","120.0000","0.0000","0.0000","-0.0022","0.0000","581.8548","0.1003","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.0000","2347.2632","616.4211","2191.0527","958.2632","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","-0.0216","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0378"
"1.200","0.0888","10","0.0000","0.0000","-23.9626","-35.0312","0.0000","10.3969","25.5290","0.1716","10000.0000","23.07722739","113.53033509","55.0938","11.2440","-72.3275","-72.3225","-72.6275","-73.9225","-73.3225","-75.6200","-73.2200","-74.4800","0.6245","0.5210","-2.0801","120.0000","0.0000","0.0000","-0.0073","0.0000","581.9600","0.1008","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.0000","2346.4211","618.3684","2194.0000","959.1579","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","-0.0374","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0393"
"1.250","0.0783","10","0.0000","0.0000","-23.8421","-90.7030","0.0000","10.3926","25.5000","0.1600","10000.0000","23.07722758","113.53033514","55.0938","11.2240","-71.9125","-72.3125","-72.5300","-74.4825","-73.5750","-73.9000","-72.8825","-73.5550","0.6248","0.5205","-2.0820","120.0000","0.0000","0.0000","-0.0071","0.0000","582.0000","0.1010","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","8.0000","2348.5264","616.2632","2194.0000","959.6842","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","-0.0437","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0404"
"1.300","0.0932","10","0.0000","0.0000","-29.3035","-115.4386","0.0000","10.3774","25.5000","0.1600","10000.0000","23.07722779","113.53033524","55.0677","11.2373","-72.2850","-72.8375","-72.6575","-73.7225","-73.9400","-73.6050","-73.7050","-74.4775","0.6250","0.5205","-2.0820","120.0000","0.0000","0.0000","-0.0020","0.0000","582.0000","0.1010","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7.8421","2348.2632","612.8947","2191.6843","957.4737","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","-0.0121","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0416"
"1.350","0.0973","10","0.0000","0.0000","-33.2478","-87.4416","0.0000","10.3683","25.4790","0.1663","10000.0000","23.07722797","113.53033533","55.0417","11.2507","-71.6925","-69.7350","-72.4250","-73.0900","-73.4225","-73.9925","-73.0875","-74.8450","0.6245","0.5200","-2.0820","120.0000","0.0000","0.0000","0.0000","0.0000","582.1516","0.1002","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7.3158","2342.4736","607.6316","2185.8948","951.1579","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","0.0133","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0429"
"1.400","0.0867","10","0.0000","0.0000","-35.0970","13.3767","0.0000","10.3676","25.4290","0.1813","10000.0000","23.07722812","113.53033541","55.0156","11.2560","-71.1425","-72.3800","-71.5875","-73.2625","-74.1525","-74.2200","-72.4650","-75.2950","0.6235","0.5200","-2.0820","120.0156","0.0000","0.0000","0.0000","0.0000","582.3621","0.0992","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7.0000","2339.0000","605.2632","2183.2632","948.0000","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","0.0243","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0442"
"1.450","0.0863","10","0.0000","0.0000","-33.4202","94.5625","0.0000","10.3696","25.4000","0.1900","10000.0000","23.07722826","113.53033546","54.9896","11.2560","-71.4300","-72.6325","-72.1200","-73.2075","-73.4725","-73.4625","-72.6900","-73.0650","0.6230","0.5200","-2.0820","120.0417","0.0000","0.0000","0.0000","0.0000","582.4000","0.0990","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","7.0000","2339.0000","605.7895","2183.7896","948.0000","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","0.0402","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0454"
"1.500","0.1000","10","0.0000","0.0000","-26.8740","148.6369","0.0000","10.3755","25.4000","0.1900","10000.0000","23.07722839","113.53033546","54.9688","11.2553","-71.5000","-72.6675","-71.8825","-73.2400","-73.6275","-72.9450","-73.1700","-74.0950","0.6226","0.5195","-2.0840","120.0677","0.0000","0.0000","0.0000","0.0000","582.4000","0.0990","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","11120.8418","0.0000","0.0000","0.0000","0.0000","0.0000","7.2632","2341.8948","610.1053","2187.7896","952.7368","31.0000","3.0000","2.0000","31.0000","29.0000","-0.0000","0.0615","0.0000","5.0021","2.6534","0.0000","0.0000","0.0000","0.0000","0.0467"
"1.550","0.0929","10","0.0000","0.0000","-22.7561","125.3340","0.0000","10.3794","25.3790","0.1837","10000.0000","23.07722854","113.53033550","54.9688","11.2520","-71.4475","-72.2150","-71.9175","-73.4075","-73.0050","-73.0850","-72.8825","-73.7450","0.6475","0.5212","-2.1074","120.0938","17.2632","17.6947","1.1504","1.3746","582.4000","0.0990","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","25021.8945","0.0000","0.0000","0.0000","0.0000","0.0000","7.7895","2347.6843","616.9474","2194.1052","960.6316","31.0000","3.0000","1.6875","31.0000","29.0000","0.0337","-0.0175","0.0000","10.6863","5.6687","0.0000","0.0000","0.0000","0.0000","0.0480"
"1.600","0.0569","10","0.0000","0.0000","-21.9917","-4.8230","0.0000","10.3807","25.3290","0.1687","10000.0000","23.07722873","113.53033558","54.9688","11.2487","-71.7000","-71.9150","-71.9900","-71.6000","-73.6100","-74.1750","-72.9700","-74.4650","0.7959","0.5181","-2.1641","120.1198","38.3158","39.2737","2.5534","3.0509","582.3969","0.1102","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","28229.0527","0.0000","0.0000","0.0000","0.0000","0.0000","14.9474","2444.4211","617.8947","2195.6316","961.8947","33.2105","3.0000","1.1667","31.0000","29.0000","0.0900","-0.1633","0.0000","10.8000","5.9472","0.0000","0.0000","0.0000","0.0000","0.0491"
"1.650","0.1310","10","0.0000","0.0000","-17.3502","-76.1512","0.0000","10.3796","25.3000","0.1663","10000.0000","23.07722893","113.53033561","54.9583","11.2533","-72.2225","-72.0850","-71.7375","-73.2450","-74.2225","-73.7975","-72.9475","-74.6250","1.0400","0.5266","-2.2041","120.1042","158.6316","166.8947","6.8889","7.3798","582.2390","0.6691","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","30248.0000","0.0000","0.0000","0.0000","0.0000","0.0000","26.5263","2601.7896","616.3158","2195.1052","960.3158","36.3684","2.6383","1.0000","31.0000","29.0000","0.5898","-0.6875","0.0000","10.8000","6.1493","0.0000","0.0000","0.0000","0.0000","0.0502"
"1.700","0.3572","10","0.0000","0.0000","-7.3547","-66.2396","0.0000","10.3753","25.3000","0.1813","10000.0000","23.07722914","113.53033556","54.9453","11.2600","-71.9975","-72.5975","-72.3700","-73.3100","-72.6850","-73.8975","-72.0450","-73.9950","1.1953","0.5244","-2.2070","120.0781","287.8105","304.3895","11.3912","11.8482","581.6958","1.4590","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","29114.8418","0.0000","0.0000","0.0000","0.0000","0.0000","32.5789","2680.6843","617.2632","2195.8420","959.5789","38.2632","2.1064","1.0000","31.0000","29.0000","1.2983","-1.3896","0.0000","10.8000","6.1152","0.0000","0.0000","0.0000","0.0000","0.0532"
"1.750","0.7037","10","-0.0013","0.0454","-1.7939","-68.3203","0.0000","10.3593","25.3000","0.1921","10000.0000","23.07722930","113.53033547","54.9427","11.2600","-71.3600","-72.2150","-72.2900","-73.5650","-72.9000","-73.5700","-72.7150","-74.8200","1.1890","0.4730","-2.2197","120.0521","428.3369","473.8632","11.5717","11.8482","578.3274","3.9421","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","28005.4746","0.0000","0.0000","0.0000","0.0000","0.0000","36.2632","2725.9473","618.8421","2196.8948","959.0526","39.8421","2.0000","1.0000","31.0000","29.0000","2.3192","-2.6416","0.0000","10.8000","6.0502","0.0000","0.0000","0.0000","0.0000","0.0598"
"1.800","1.2167","10","-0.0045","0.1536","-2.3572","-86.9617","0.0000","10.3271","25.3000","0.1971","10000.0000","23.07722937","113.53033535","54.9557","11.2500","-71.8800","-72.3875","-71.9875","-72.8900","-73.1575","-74.2350","-71.9825","-74.6850","1.1670","0.4629","-2.2207","120.0260","570.2526","641.6316","11.6266","11.6483","575.7000","5.8790","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","27110.2109","0.0000","0.0000","0.0000","0.0000","0.0000","36.1579","2726.1580","617.1053","2196.5264","958.0526","40.9474","2.0000","1.0000","31.0000","29.0000","3.4181","-4.0311","0.0000","10.8000","5.8611","0.0000","0.0000","0.0000","0.0000","0.0718"
"1.850","1.7724","10","-0.0068","0.2280","-2.8638","-98.4163","0.0000","10.2899","25.2790","0.2021","10000.0000","23.07722945","113.53033517","54.9688","11.2400","-71.9475","-72.5950","-72.7250","-72.9600","-73.5550","-73.1150","-73.0200","-74.5200","1.1396","0.4733","-2.2100","120.0000","722.3579","796.8947","10.7601","9.9823","575.7000","5.8790","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","26201.2637","0.0000","0.0000","0.0000","0.0000","0.0000","35.1053","2715.1052","615.0000","2196.0000","957.0000","42.0000","2.0000","1.0000","31.0000","29.0000","4.3636","-5.0321","0.0000","10.8000","5.6659","0.0000","0.0000","0.0000","0.0000","0.0919"
"1.900","2.3874","10","-0.0077","0.2560","-3.2921","-99.9461","0.0000","10.2460","25.2290","0.2071","10000.0000","23.07722952","113.53033493","55.0208","11.2500","-71.6750","-72.3625","-72.5600","-72.7375","-73.1525","-72.5600","-72.8825","-73.6600","1.0762","0.4834","-2.1914","119.9740","864.7368","942.8947","9.8243","8.2856","575.7000","5.8790","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","25237.5781","0.0000","0.0000","0.0000","0.0000","0.0000","34.0526","2703.5789","618.6842","2199.1580","958.5789","41.4737","2.0000","1.0000","31.0000","29.0000","5.2920","-5.9900","0.0000","10.8000","5.4547","0.0000","0.0000","0.0000","0.0000","0.1199"
"1.950","2.8343","10","-0.0065","0.2750","-3.4915","-99.0053","0.0000","10.2056","25.2000","0.2100","10000.0000","23.07722964","113.53033466","55.0729","11.2600","-71.0475","-71.6300","-72.7100","-72.3725","-73.8500","-73.4450","-72.7075","-73.6575","0.9924","0.4835","-2.1807","119.9479","972.6316","1056.0526","8.6432","6.4804","575.7000","5.8790","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","23972.6309","0.0000","0.0000","0.0000","0.0000","0.0000","33.0000","2692.0000","621.8947","2201.8948","960.2105","40.9474","2.0000","1.0000","31.0000","29.0000","6.0688","-6.6742","0.0000","10.8000","5.1590","0.0000","0.0000","0.0000","0.0000","0.1552"
"2.000","3.0493","10","-0.0025","0.2818","-3.3747","-94.6525","0.0000","10.1699","25.2000","0.2100","10000.0000","23.07722982","113.53033436","55.0781","11.2620","-71.3050","-71.9200","-72.3300","-73.1000","-72.7400","-73.3100","-72.4250","-74.3700","0.9473","0.5000","-2.1582","119.9219","1076.4843","1162.9790","7.9011","5.0977","575.4348","5.6465","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","22004.7363","0.0000","0.0000","0.0000","0.0000","0.0000","32.4737","2678.3157","620.8421","2200.8420","962.3158","40.4211","2.0000","1.0000","31.0000","29.0000","6.8173","-7.2858","0.0000","10.8000","4.7366","0.0000","0.0000","0.0000","0.0000","0.1954"
"2.050","3.4092","11","-0.0014","0.2856","-3.5346","-93.2712","-0.7776","10.1251","25.2000","0.2100","69.7827","23.07722996","113.53033401","55.0521","11.2587","-72.0575","-70.8975","-71.4100","-73.0400","-73.1300","-73.1450","-72.6375","-73.6600","0.9197","0.4995","-2.1836","119.8958","1171.7473","1256.6632","8.0919","4.6128","574.8032","5.0928","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","20187.3691","0.0000","0.0000","0.0000","0.0000","0.0000","31.8421","2664.2632","619.0526","2199.1580","963.4737","40.1053","2.0000","1.0000","31.0000","29.0000","7.3099","-7.2437","0.0000","10.8000","4.3531","0.0000","0.0000","0.0000","0.0000","0.2397"
"2.100","3.9695","11","-0.0044","0.2854","-4.0766","-95.9937","-2.6289","10.0677","25.2000","0.2100","24.0318","23.07723004","113.53033361","55.0417","11.2553","-70.8750","-71.5275","-71.8275","-71.9500","-73.3550","-74.0700","-72.0050","-74.1300","0.9297","0.4805","-2.1973","119.8750","1273.8632","1357.2000","8.6619","4.5807","574.5000","5.5941","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","18595.7891","0.0000","0.0000","0.0000","0.0000","0.0000","30.2632","2646.8948","614.3158","2194.9473","960.8421","40.6316","2.0000","1.0000","31.0000","29.0000","7.8366","-7.2605","0.0000","10.8000","4.0116","0.0000","0.0000","0.0000","0.0000","0.2902"
"2.150","4.4922","11","-0.0048","0.2787","-4.4297","-96.9264","-2.8939","10.0080","25.1790","0.2163","24.7056","23.07723014","113.53033314","55.0938","11.2520","-71.2550","-72.2650","-71.0450","-73.1150","-73.2175","-73.5150","-72.2425","-73.7250","0.9873","0.4825","-2.1836","119.8750","1385.4421","1467.2000","9.7553","5.1739","574.5000","7.0694","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","16531.0527","0.0000","0.0000","0.0000","0.0000","0.0000","28.7895","2629.8420","610.5263","2190.8948","958.2105","41.1579","2.0000","1.0000","31.0000","29.0000","8.4998","-7.5132","0.0000","10.8000","3.5484","0.0000","0.0000","0.0000","0.0000","0.3479"
"2.200","4.9629","11","-0.0016","0.2630","-4.5219","-95.3873","-0.9683","9.9452","25.1290","0.2313","81.5770","23.07723028","113.53033256","55.1458","11.2487","-71.5325","-71.3775","-70.2450","-73.1125","-72.9250","-72.5875","-73.4150","-72.9950","1.0352","0.4890","-2.2051","119.8750","1509.3368","1585.1368","10.7496","5.8126","574.5000","7.6300","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","13993.1582","0.0000","0.0000","0.0000","0.0000","0.0000","27.7368","2614.0527","608.9474","2187.2104","955.5789","41.6842","2.0000","1.0000","31.0000","29.0000","9.1857","-7.7247","0.0000","10.8000","3.0042","0.0000","0.0000","0.0000","0.0000","0.4124"
"2.250","5.3756","11","0.0008","0.2463","-4.6984","-94.6917","0.3294","9.8868","25.1000","0.2463","259.7025","23.07723039","113.53033195","55.1562","11.2507","-71.3525","-72.0275","-70.4925","-73.4825","-72.8225","-73.3300","-72.7850","-73.5575","1.0542","0.4941","-2.2031","119.8542","1644.6000","1710.4000","11.6522","6.4935","574.5000","7.6300","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","11404.1055","0.0000","0.0000","0.0000","0.0000","0.0000","26.3684","2594.7896","610.5263","2188.5789","955.8947","42.2105","2.0000","1.0000","31.0000","29.0000","9.9246","-7.8405","0.0000","10.8000","2.4336","0.0000","0.0000","0.0000","0.0000","0.4839"
"2.300","5.7081","11","0.0020","0.2283","-4.9912","-95.1610","0.7600","9.8347","25.1000","0.2613","119.5335","23.07723044","113.53033132","55.1562","11.2540","-71.3650","-71.4525","-71.6650","-72.1450","-73.4950","-73.2375","-73.5700","-74.5800","1.0254","0.5054","-2.1484","119.8281","1751.4736","1798.7894","10.7480","5.2524","574.5000","7.6300","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","8780.9473","0.0000","0.0000","0.0000","0.0000","0.0000","24.2632","2567.4211","616.8421","2197.5264","960.6316","42.7368","2.0000","1.0000","31.0000","29.0000","10.6408","-7.6174","0.0000","10.8000","1.8506","0.0000","0.0000","0.0000","0.0000","0.5604"
"2.350","6.1360","11","-0.0004","0.2088","-5.2908","-96.0037","-0.0497","9.7725","25.1000","0.2784","1964.8043","23.07723047","113.53033065","55.1667","11.2533","-71.5325","-72.4675","-71.6650","-72.7675","-72.5750","-73.2925","-73.0150","-73.7000","0.8784","0.5173","-2.1533","119.8125","1840.9474","1864.5790","8.7364","2.8333","574.5000","7.6300","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","5777.2104","0.0000","0.0000","0.0000","0.0000","0.0000","21.7368","2533.3157","616.3158","2198.3157","958.5263","42.2105","2.0000","1.0000","31.0000","29.0000","11.3229","-6.8858","0.0000","10.8000","1.1903","0.0000","0.0000","0.0000","0.0000","0.6418"
"2.400","6.6958","11","-0.0077","0.1872","-5.5996","-97.3619","-2.5722","9.6963","25.1000","0.2984","41.4301","23.07723047","113.53032993","55.1927","11.2467","-70.8800","-72.5300","-72.1500","-72.8325","-72.6375","-73.4700","-72.4550","-74.1825","0.7085","0.5259","-2.1309","119.8125","1870.1685","1904.9790","5.7036","1.3353","574.5000","7.6300","91.0000","0.0000","0.0000","0.0000","3.0000","1.0000","0.0000","2.0000","1.0000","2.0000","2.0000","0.0000","1.0000","1.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","2610.3684","0.0000","0.0000","0.0000","0.0000","0.0000","18.5789","2489.1052","608.9474","2190.9473","949.5789","40.6316","2.0000","1.0000","31.0000","29.0000","11.7233","-6.2425","0.0000","10.8000","0.5106","0.0000","0.0000","0.0000","0.0000","0.7296"
