"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","LoggerTemp","External Voltage","Channel01","Channel02","Channel03","Channel04","Channel05","Channel06","Channel07","Channel08","InlineAcc","LateralAcc","VerticalAcc","Luminosity","L MOTOR SPEED","R MOTOR SPEED","L Motor Torque","R Motor Torque","Battery Volt","Battery Current","Battery Soc","Motor Ineff Flag","EBS Ineff Type","EBS Error Type","AS State Flag","R2D Flag dup 1","Motor Algorithm","RES State Flag","EBS State Flag","AMI Task Flag","State Flag","EBS Trig Latch","Drive State Flag","HV Flag dup 1","EBS Error Flag","EBS Ineff Flag","GC Lost Flag","ASB Ready Flag","Motor Error Info","Steer Offset Fla","Steer Motor Pst","Brake Pst","Acc-1","Acc-2","Ave Acc","Ave Brake","Ave Steer","Steer Sense","EBS Gas","Brake Gas","Brake Sense","IGBT Temp L","Motor Temp L","Motor Temp R","Inverter Temp L","Inverter Temp R","VehSpd","GYRO Z","AGX Finish Flag","AGX Speed","Steer AGX Pst","AGX Target dece","AGX End Flag","AGX Ready Flag","AGX Brake Flag","Distance on GPS Speed"
"s","km/h"," ","g","g","deg","deg","deg/s","m","mm","km/h","m","deg","deg","°C","V","mV","mV","mV","mV","mV","mV","mV","mV","g","g","g","%","rpm","rpm","Nm","Nm","V","A","%","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","#","%","%","#","#","deg","#","#","#","#","#","#","#","#","#","km/h","deg/s","#","km/h","#","#","#","#","#","m"

"55.150","14.5625","10","-0.0038","0.0002","-2.1109","88.8045","-0.5371","0.3176","15.8000","0.1400","431.4912","23.07719209","113.53014906","45.1219","11.3144","-83.4375","-84.3625","-83.7250","-84.9750","-86.7125","-86.1125","-85.4125","-87.2750","0.5752","0.4011","-2.0840","117.6062","2346.7263","2380.5369","1.1518","1.1133","546.5179","1.9717","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.2128","27.8191","0.0000","0.0000","8.0000","2348.8511","466.0000","2513.2422","953.8105","29.0000","7.0000","7.0000","27.0000","26.0000","14.7357","-3.3734","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","185.5711"
"55.200","14.6596","10","-0.0029","0.0041","-2.1628","88.2195","-0.4111","0.2964","15.8000","0.1400","567.5819","23.07719205","113.53015105","45.2000","11.3211","-83.4125","-83.6375","-84.4250","-86.1250","-86.1500","-85.7750","-85.1000","-87.3375","0.5044","0.4685","-2.1973","117.5542","2355.1475","2406.3264","1.3323","1.3093","546.7285","2.1853","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.1489","26.2234","0.0000","0.0000","8.0000","2344.5957","465.6631","2512.3157","952.9895","29.0000","7.0000","7.0000","27.0000","26.0000","14.6978","-3.8786","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","185.7738"
"55.250","14.5565","10","-0.0095","0.0055","-2.1355","87.8381","-1.3219","0.2847","15.8000","0.1400","175.2527","23.07719205","113.53015301","45.2781","11.3277","-83.7750","-85.5000","-84.3125","-85.5250","-86.2000","-86.8250","-85.3500","-87.3625","0.5327","0.5090","-2.1543","117.5021","2367.6736","2404.6106","1.3961","1.3886","546.8000","2.2580","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","26.8958","0.0000","0.0000","5.7604","2317.1250","465.1368","2509.6843","951.4105","29.0000","7.0000","7.0000","27.0000","26.0000","14.7160","-3.9399","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","185.9769"
"55.300","14.4951","10","-0.0098","0.0087","-2.1134","87.6795","-1.3746","0.2720","15.8000","0.1400","167.8286","23.07719202","113.53015497","45.2438","11.3216","-83.6250","-85.1000","-82.1500","-86.1125","-86.3500","-86.0250","-86.1375","-86.6750","0.6055","0.5225","-2.0273","117.5500","2381.3579","2395.1370","1.4271","1.4350","546.8000","2.2580","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","27.9375","0.0000","0.0000","3.1562","2285.8750","465.0000","2510.9473","951.7789","29.3895","7.0000","7.0000","27.0000","26.0000","14.7539","-3.8452","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","186.1789"
"55.350","14.5659","10","0.0093","0.0176","-2.1077","88.2269","1.2904","0.2563","15.8000","0.1400","179.6481","23.07719194","113.53015693","45.2047","11.3149","-83.3125","-84.3750","-84.6750","-85.2625","-87.0750","-85.3000","-85.2625","-88.5000","0.6028","0.5964","-2.0654","117.6021","2380.2209","2354.1685","1.3491","1.3680","546.8000","2.2580","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.5000","27.0000","0.0000","0.0000","3.0000","2284.5000","465.0000","2513.5789","952.8316","29.9158","7.0000","7.0000","27.0000","26.0000","14.7282","-2.2075","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","186.3806"
"55.400","14.6371","10","0.0229","0.0215","-2.1364","88.7570","3.1882","0.2367","15.8000","0.1388","73.0674","23.07719185","113.53015890","45.2094","11.3139","-82.7500","-85.3500","-84.3375","-85.2000","-86.3500","-85.1875","-85.3000","-87.5500","0.5415","0.6309","-2.1895","117.6104","2377.0632","2308.9053","1.2563","1.2855","546.8000","2.2580","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.9688","26.0312","0.0000","0.0000","3.0000","2284.9375","465.4421","2512.6736","954.3263","29.5579","7.0000","7.0000","27.0000","26.0000","14.6903","-0.2759","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","186.5831"
"55.450","14.7099","10","0.0191","0.0099","-2.2741","89.2325","2.6566","0.2045","15.8000","0.1338","88.1273","23.07719178","113.53016087","45.2484","11.3172","-82.4750","-84.7750","-83.9625","-85.0000","-85.4250","-85.3875","-86.0250","-86.8875","0.5420","0.5532","-2.1865","117.5844","2388.8630","2370.9263","1.2342","1.2686","546.8000","2.2580","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.4479","26.5521","0.0000","0.0000","3.0000","2283.8958","465.9684","2511.0947","955.9053","29.0316","7.0000","7.0000","27.0000","26.0000","14.7058","1.3094","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","186.7868"
"55.500","14.7148","10","0.0127","-0.0015","-2.3867","89.4612","1.7530","0.1730","15.8000","0.1312","133.5977","23.07719172","113.53016282","45.2729","11.3205","-83.3375","-83.8625","-83.4875","-84.5875","-85.2000","-86.1375","-85.2875","-82.8125","0.6187","0.5166","-2.0605","117.5667","2400.0420","2429.0315","1.2086","1.2457","546.8000","2.2580","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","27.0000","0.0000","0.0000","3.2234","2285.6064","465.5052","2511.0000","956.9895","29.0000","7.0000","7.0000","27.0000","26.0000","14.7232","2.8022","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","186.9910"
"55.550","14.5049","10","-0.0024","-0.0125","-2.4198","88.9083","-0.3283","0.1434","15.8000","0.1362","703.2586","23.07719168","113.53016469","45.2208","11.3239","-83.3125","-83.6875","-84.3250","-85.6500","-85.8875","-85.9625","-83.4125","-85.7625","0.6013","0.5520","-2.0791","117.5927","2400.5684","2416.9263","1.1261","1.1374","546.4969","2.1767","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","27.0000","0.0000","0.0000","4.8191","2304.2234","465.0000","2511.0842","957.9579","29.0000","7.0000","7.0000","27.0000","26.0000","14.7043","2.6075","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","187.1944"
"55.600","14.3535","10","-0.0133","-0.0224","-2.4765","88.6992","-1.8440","0.1118","15.8000","0.1400","123.8878","23.07719162","113.53016657","45.1688","11.3272","-83.8500","-84.1375","-84.0625","-85.0875","-86.7125","-85.4750","-84.3000","-86.6500","0.5605","0.5508","-2.1445","117.6188","2396.7368","2395.2527","1.0547","1.0430","546.2095","2.0911","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","26.8646","0.0000","0.0000","6.1354","2320.3020","465.0000","2513.1895","956.9053","29.0000","7.0000","7.0000","27.0000","26.0000","14.6800","2.3892","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","187.3953"
"55.650","14.3878","10","-0.0113","-0.0292","-2.6079","89.5786","-1.5688","0.0739","15.8000","0.1400","145.9665","23.07719148","113.53016850","45.2156","11.3255","-83.9000","-85.0000","-83.9875","-85.6250","-85.6250","-86.0250","-84.8250","-87.1250","0.5493","0.5635","-2.1328","117.6448","2373.0527","2329.9895","1.0341","1.0121","546.3674","1.9921","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","26.3438","0.0000","0.0000","6.6562","2329.1562","465.0737","2514.7053","955.8527","29.0000","7.0000","7.0000","27.0000","26.0000","14.6232","2.0260","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","187.5948"
"55.700","14.4376","10","-0.0136","-0.0327","-2.6827","89.6650","-1.8994","0.0412","15.8000","0.1388","120.9745","23.07719139","113.53017044","45.2938","11.3221","-83.3750","-85.4375","-84.0500","-85.9125","-85.2125","-86.4375","-85.1250","-86.9500","0.5386","0.5615","-2.0371","117.6708","2351.8738","2293.7578","1.0134","0.9941","546.5000","1.9090","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.3617","25.8191","0.0000","0.0000","7.0000","2335.0000","465.6000","2512.6001","954.8000","29.0000","7.0000","7.0000","27.0000","26.0000","14.5709","1.5795","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","187.7948"
"55.750","14.5369","10","-0.0296","-0.0256","-2.5788","87.2399","-4.1485","0.0249","15.8000","0.1338","55.7696","23.07719150","113.53017245","45.3250","11.3212","-83.3500","-84.0000","-84.6625","-85.2875","-86.2875","-85.7000","-84.7375","-86.9250","0.5295","0.5642","-2.0430","117.6781","2337.1370","2332.1790","0.9928","1.0096","546.5000","1.9090","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.4255","25.2872","0.0000","0.0000","7.0000","2335.0000","465.8737","2511.3789","954.2526","29.0000","7.0000","7.0000","27.0000","26.0000","14.5330","0.8689","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","187.9957"
"55.800","14.5342","10","-0.0400","-0.0221","-2.5587","85.6804","-5.6223","0.0040","15.8000","0.1312","41.1431","23.07719158","113.53017441","45.2729","11.3245","-82.9750","-84.0250","-84.3125","-85.1250","-86.3125","-86.3500","-84.2750","-86.8875","0.5234","0.5513","-2.1250","117.6521","2335.3999","2350.0000","0.9761","1.0016","546.5000","1.9090","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.0000","24.7604","0.0000","0.0000","7.0000","2335.7188","465.3474","2512.9580","955.3052","29.0000","7.0000","7.0000","27.0000","26.0000","14.5015","0.5915","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","188.1979"
"55.850","14.2084","10","-0.0330","-0.0301","-2.8040","86.8616","-4.6408","-0.0317","15.8000","0.1362","48.7273","23.07719157","113.53017625","45.2208","11.3279","-82.6250","-83.5750","-84.1375","-85.4750","-86.4500","-85.5125","-84.6875","-87.0750","0.5413","0.5635","-2.1348","117.6260","2354.8738","2334.2104","0.9658","0.9551","546.5000","1.9090","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","14.0000","24.2396","0.0000","0.0000","7.0000","2337.2812","465.0000","2513.4631","955.6421","29.0000","7.0000","7.0000","27.0000","26.0000","14.4826","1.1546","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","188.3983"
"55.900","13.9858","10","-0.0235","-0.0342","-3.0178","87.8063","-3.3183","-0.0679","15.8000","0.1400","67.0804","23.07719158","113.53017809","45.1937","11.3216","-83.2125","-83.8875","-84.6750","-86.6625","-86.2000","-85.7500","-85.5625","-86.0750","0.6099","0.6011","-2.0547","117.6000","2355.1475","2306.8000","0.9777","0.9434","546.5568","1.8743","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.7128","25.1489","0.0000","0.0000","7.8617","2348.3403","465.0000","2511.8843","954.5895","29.0000","7.0000","7.0000","27.0000","26.0000","14.4553","1.7826","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","188.5949"
"55.950","14.0899","10","-0.0065","-0.0265","-3.1321","88.0023","-0.9158","-0.1059","15.8000","0.1400","244.8662","23.07719162","113.53017995","45.1677","11.3149","-84.1250","-83.3500","-84.4125","-85.3375","-86.4250","-86.0750","-84.8500","-86.6125","0.5791","0.5188","-2.1104","117.5740","2334.6211","2266.8000","1.0138","0.9692","546.7148","1.7780","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.1809","27.2766","0.0000","0.0000","9.4574","2367.4893","465.2316","2511.6948","953.7684","29.0000","7.0000","7.0000","27.0000","26.0000","14.4174","2.4932","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","188.7899"
"56.000","14.1786","10","0.0078","-0.0204","-3.2171","88.2470","1.1061","-0.1370","15.8000","0.1400","204.0065","23.07719163","113.53018184","45.1927","11.3176","-82.6625","-84.6875","-83.9125","-85.0875","-86.7000","-86.6750","-84.2750","-87.4625","0.5601","0.5264","-2.1602","117.5625","2317.4526","2297.6211","1.0230","0.9950","546.7758","1.7233","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.6374","26.9121","0.0000","0.0000","10.0000","2375.0879","465.7579","2513.2737","953.2421","29.0000","7.0000","7.0000","27.0000","26.0000","14.3795","2.2573","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","188.9859"
"56.050","14.2184","10","0.0134","-0.0196","-3.2092","88.6459","1.9230","-0.1466","15.8000","0.1400","117.6758","23.07719152","113.53018383","45.2578","11.3276","-83.3000","-84.3625","-83.9625","-86.0750","-87.2500","-86.5125","-85.3875","-87.1750","0.5720","0.5261","-2.1611","117.5625","2302.7158","2379.7263","1.0127","1.0207","546.7232","1.7175","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0879","25.2637","0.0000","0.0000","10.0000","2376.7363","466.2842","2514.2842","954.4211","29.0000","7.0000","7.0000","27.0000","26.0000","14.3416","1.2152","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","189.1830"
"56.100","14.1966","10","0.0140","-0.0226","-3.2207","88.8646","2.0024","-0.1591","15.8000","0.1448","112.8354","23.07719145","113.53018578","45.3083","11.3349","-83.4625","-84.2375","-84.2500","-85.2125","-86.3750","-85.8875","-85.0875","-84.0125","0.6089","0.5474","-2.0742","117.5625","2316.6106","2399.5579","1.0024","1.0150","546.7000","1.7150","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","26.3263","0.0000","0.0000","10.4421","2380.0947","466.8105","2514.8105","957.0526","29.0000","7.0000","7.0000","27.0000","26.0000","14.2916","1.7225","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","189.3804"
"56.150","13.9797","10","-0.0017","-0.0379","-3.2942","88.5129","-0.2534","-0.1806","15.8000","0.1648","877.8775","23.07719148","113.53018763","45.2823","11.3283","-83.2875","-84.8000","-84.7625","-84.9875","-86.5750","-86.2000","-84.4875","-85.8500","0.5547","0.4849","-2.0967","117.5625","2343.9790","2390.0842","0.9921","0.9943","546.7000","1.7150","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","27.9053","0.0000","0.0000","10.9684","2383.7791","467.0000","2515.0000","957.3263","29.0000","7.0000","7.0000","27.0000","26.0000","14.2348","3.1015","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","189.5766"
"56.200","13.8205","10","-0.0122","-0.0476","-3.3612","87.9879","-1.7618","-0.2026","15.8120","0.1800","124.8495","23.07719153","113.53018948","45.2562","11.3216","-83.1000","-84.3375","-83.5250","-84.9500","-86.3875","-85.8625","-84.6250","-86.5500","0.5107","0.4392","-2.1660","117.5625","2325.7791","2318.2104","0.9858","0.9858","546.7000","1.7150","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.0000","26.5000","0.0000","0.0000","11.5000","2392.5000","467.0000","2515.0000","956.2737","29.0000","7.0000","7.0000","27.0000","26.0000","14.1919","1.7385","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","189.7701"
"56.250","13.8441","10","-0.0063","-0.0396","-3.4076","86.9140","-0.9030","-0.2264","15.8620","0.1800","244.0006","23.07719162","113.53019135","45.2302","11.3175","-84.1125","-83.6875","-83.7875","-84.8875","-86.0125","-86.0000","-84.2375","-86.5625","0.5889","0.4478","-2.0996","117.5625","2294.7263","2228.7368","0.9806","0.9806","546.7000","1.7150","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.9375","25.0000","0.0000","0.0000","12.0000","2400.9688","465.4421","2513.8315","954.4421","29.0000","7.0000","7.0000","27.0000","26.0000","14.1541","-0.5878","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","189.9622"
"56.300","13.8303","10","-0.0106","-0.0328","-3.4725","86.1985","-1.5505","-0.2510","15.9000","0.1776","141.9688","23.07719168","113.53019320","45.2042","11.3141","-83.1750","-83.0125","-83.0875","-84.8750","-85.9875","-84.8625","-84.4250","-86.8125","0.6606","0.5054","-1.9590","117.5625","2264.1370","2270.3369","0.9664","0.9845","546.7401","1.7258","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.8958","25.0000","0.0000","0.0000","12.0000","2400.4480","463.3369","2512.2527","952.3369","29.0000","7.0000","7.0000","27.0000","26.0000","14.1162","-2.5781","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","190.1544"
"56.350","13.6978","10","-0.0474","-0.0295","-3.5959","86.6182","-6.9676","-0.2782","15.9000","0.1676","31.2886","23.07719164","113.53019500","45.2016","11.3120","-83.1250","-84.2250","-83.4250","-85.2250","-85.7500","-85.5625","-85.0000","-86.9750","0.5535","0.5288","-2.0371","117.5437","2233.6106","2329.8105","0.9509","0.9897","546.7927","1.7400","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","25.1489","0.0000","0.0000","11.7766","2397.5425","463.8842","2512.8843","954.2105","29.0000","7.0000","7.0000","27.0000","26.0000","14.0783","-4.5044","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","190.3458"
"56.400","13.5773","10","-0.0653","-0.0313","-3.7007","86.7894","-9.5989","-0.3050","15.9000","0.1588","22.5118","23.07719161","113.53019680","45.2406","11.3120","-83.1375","-84.1125","-82.4625","-85.5125","-85.8375","-86.8625","-85.0250","-86.8500","0.4910","0.5576","-2.1660","117.4917","2243.3157","2288.7053","0.9910","0.9999","546.8000","1.7420","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.0000","26.2128","0.0000","0.0000","10.1809","2379.9893","464.9368","2513.9368","956.8421","29.0000","7.0000","7.0000","27.0000","26.0000","14.0404","-3.2150","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","190.5357"
"56.450","13.4951","10","-0.0232","-0.0496","-3.7467","86.1739","-3.4085","-0.3303","15.9000","0.1538","63.0129","23.07719160","113.53019860","45.2797","11.3120","-83.1750","-84.7500","-83.9375","-84.9125","-85.8250","-86.2250","-84.0000","-87.6125","0.5688","0.5691","-2.0918","117.4396","2252.8315","2246.0527","1.0269","1.0065","546.8000","1.7420","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.1354","26.8646","0.0000","0.0000","9.1354","2367.2708","464.0105","2513.0105","957.9895","29.0000","7.0000","7.0000","27.0000","26.0000","14.0025","-1.7377","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","190.7239"
"56.500","13.4516","10","0.0126","-0.0583","-3.7656","86.1535","1.8841","-0.3512","15.9000","0.1500","113.6311","23.07719155","113.53020043","45.2812","11.3152","-83.1375","-84.6875","-83.9750","-85.3500","-86.6125","-86.1000","-85.3500","-87.5125","0.6670","0.5830","-1.9492","117.4875","2250.7263","2209.2104","1.0011","0.9704","547.0021","1.7657","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","12.6562","26.3438","0.0000","0.0000","9.6562","2368.3125","463.1053","2512.1052","958.9789","29.0000","7.0000","7.0000","27.0000","26.0000","13.9646","-0.6798","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","190.9112"
"56.550","13.5305","10","0.0288","-0.0365","-3.6990","88.0182","4.3336","-0.3581","15.9000","0.1500","49.6914","23.07719133","113.53020233","45.2812","11.3185","-83.6250","-84.4250","-84.4250","-85.1500","-86.9625","-85.8250","-84.7000","-86.3375","0.5928","0.5286","-2.0703","117.5396","2247.4841","2190.2737","0.9763","0.9427","547.2000","1.7890","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.0000","25.8191","0.0000","0.0000","10.0000","2369.3618","465.7368","2514.7368","958.4526","29.0000","7.0000","7.0000","27.0000","26.0000","13.9240","0.1379","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","191.0985"
"56.600","13.5471","10","0.0440","-0.0169","-3.6872","89.1160","6.6359","-0.3723","15.9000","0.1500","32.4913","23.07719119","113.53020419","45.2740","11.3181","-80.6000","-84.3750","-84.2125","-85.7625","-85.5500","-85.4000","-84.9375","-86.6625","0.5000","0.5322","-2.2344","117.5771","2239.0632","2252.9053","0.9557","0.9530","547.2000","1.7890","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.0000","25.2872","0.0000","0.0000","10.0000","2370.4255","467.7790","2516.6316","958.0000","29.0000","7.0000","7.0000","27.0000","26.0000","13.8672","-0.5200","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","191.2866"
"56.650","13.3663","10","0.0561","-0.0041","-3.8485","87.7857","8.4716","-0.4096","15.9000","0.1500","25.1112","23.07719128","113.53020590","45.2609","11.3148","-83.7125","-83.4750","-83.5250","-85.3375","-86.1375","-85.5625","-84.6625","-86.6625","0.5283","0.5930","-2.1738","117.6031","2228.8738","2273.5369","0.9480","0.9575","547.2000","1.7890","61.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","1.0000","2.0000","1.0000","3.0000","0.0000","0.0000","1.0000","0.0000","0.0000","1.0000","0.0000","0.0000","0.0000","0.0000","0.0000","13.4792","25.0000","0.0000","0.0000","10.0000","2372.4375","466.2000","2514.0000","958.0000","29.0000","7.0000","7.0000","27.0000","26.0000","13.8194","-0.6158","0.0000","0.0000","0.0000","0.0000","0.0000","1.0000","0.0000","191.4740"
